#taxon_id	STRING_type	STRING_name_compact	official_name_NCBI	domain
23	periphery	Shewanella colwelliana	Shewanella colwelliana	Bacteria
48	core	Archangium gephyra	Archangium gephyra	Bacteria
52	core	Chondromyces crocatus	Chondromyces crocatus	Bacteria
54	core	Nannocystis exedens	Nannocystis exedens	Bacteria
69	core	Lysobacter enzymogenes	Lysobacter enzymogenes	Bacteria
140	periphery	Borrelia hermsii	Borrelia hermsii	Bacteria
162	core	Treponema phagedenis	Treponema phagedenis	Bacteria
163	periphery	Treponema bryantii	Treponema bryantii	Bacteria
183	core	Leptonema illini	Leptonema illini	Bacteria
192	core	Azospirillum brasilense	Azospirillum brasilense	Bacteria
195	core	Campylobacter coli	Campylobacter coli	Bacteria
202	periphery	Campylobacter mucosalis	Campylobacter mucosalis	Bacteria
211	periphery	Helicobacter sp. CLO3	Helicobacter sp. CLO-3	Bacteria
216	periphery	Helicobacter muridarum	Helicobacter muridarum	Bacteria
238	core	Elizabethkingia meningoseptica	Elizabethkingia meningoseptica	Bacteria
244	periphery	Planomicrobium okeanokoites	Planomicrobium okeanokoites	Bacteria
246	periphery	Chryseobacterium balustinum	Chryseobacterium balustinum	Bacteria
253	periphery	Chryseobacterium indologenes	Chryseobacterium indologenes	Bacteria
254	periphery	Chryseobacterium indoltheticum	Chryseobacterium indoltheticum	Bacteria
256	core	Myroides odoratus	Myroides odoratus	Bacteria
276	periphery	Thermus filiformis	Thermus filiformis	Bacteria
292	core	Burkholderia cepacia	Burkholderia cepacia	Bacteria
293	core	Brevundimonas diminuta	Brevundimonas diminuta	Bacteria
294	core	Pseudomonas fluorescens	Pseudomonas fluorescens	Bacteria
296	periphery	Pseudomonas fragi	Pseudomonas fragi	Bacteria
301	periphery	Pseudomonas oleovorans	Pseudomonas oleovorans	Bacteria
359	core	Agrobacterium rhizogenes	Agrobacterium rhizogenes	Bacteria
375	core	Bradyrhizobium japonicum	Bradyrhizobium japonicum	Bacteria
376	periphery	Bradyrhizobium sp.	Bradyrhizobium sp.	Bacteria
381	core	Mesorhizobium loti	Mesorhizobium loti	Bacteria
382	core	Sinorhizobium meliloti	Sinorhizobium meliloti	Bacteria
394	periphery	Sinorhizobium fredii NGR234	Sinorhizobium fredii NGR234	Bacteria
396	periphery	Rhizobium phaseoli	Rhizobium phaseoli	Bacteria
435	core	Acetobacter aceti	Acetobacter aceti	Bacteria
447	core	Fluoribacter bozemanae	Fluoribacter bozemanae	Bacteria
448	periphery	Legionella erythra	Legionella erythra	Bacteria
449	periphery	Legionella hackeliae	Legionella hackeliae	Bacteria
451	core	Tatlockia micdadei	Tatlockia micdadei	Bacteria
452	periphery	Legionella spiritensis	Legionella spiritensis	Bacteria
453	periphery	Legionella feeleii	Legionella feeleii	Bacteria
454	periphery	Legionella israelensis	Legionella israelensis	Bacteria
455	periphery	Legionella jamestowniensis	Legionella jamestowniensis	Bacteria
456	periphery	Legionella jordanis	Legionella jordanis	Bacteria
458	periphery	Legionella rubrilucens	Legionella rubrilucens	Bacteria
460	periphery	Legionella steigerwaltii	Legionella steigerwaltii	Bacteria
464	periphery	Fluoribacter gormanii	Fluoribacter gormanii	Bacteria
466	periphery	Legionella maceachernii	Legionella maceachernii	Bacteria
471	core	Acinetobacter calcoaceticus	Acinetobacter calcoaceticus	Bacteria
476	core	Moraxella bovis	Moraxella bovis	Bacteria
477	periphery	Moraxella lacunata	Moraxella lacunata	Bacteria
478	periphery	Moraxella nonliquefaciens	Moraxella nonliquefaciens	Bacteria
484	periphery	Neisseria flavescens	Neisseria flavescens	Bacteria
486	core	Neisseria lactamica	Neisseria lactamica	Bacteria
490	periphery	Neisseria sicca	Neisseria sicca	Bacteria
493	periphery	Neisseria canis	Neisseria canis	Bacteria
504	core	Kingella kingae	Kingella kingae	Bacteria
511	core	Alcaligenes faecalis	Alcaligenes faecalis	Bacteria
526	core	Acidiphilium rubrum	Acidiphilium rubrum	Bacteria
539	core	Eikenella corrodens	Eikenella corrodens	Bacteria
548	core	Klebsiella aerogenes	Klebsiella aerogenes	Bacteria
549	core	Pantoea agglomerans	Pantoea agglomerans	Bacteria
569	periphery	Hafnia alvei	Hafnia alvei	Bacteria
571	periphery	Klebsiella oxytoca	Klebsiella oxytoca	Bacteria
580	periphery	Kluyvera cryocrescens	Kluyvera cryocrescens	Bacteria
582	periphery	Morganella morganii	Morganella morganii	Bacteria
584	core	Proteus mirabilis	Proteus mirabilis	Bacteria
585	periphery	Proteus vulgaris	Proteus vulgaris	Bacteria
587	periphery	Providencia rettgeri	Providencia rettgeri	Bacteria
588	periphery	Providencia stuartii	Providencia stuartii	Bacteria
614	periphery	Serratia liquefaciens	Serratia liquefaciens	Bacteria
631	periphery	Yersinia intermedia	Yersinia intermedia	Bacteria
636	core	Edwardsiella tarda	Edwardsiella tarda	Bacteria
646	periphery	Aeromonas sobria	Aeromonas sobria	Bacteria
649	periphery	Aeromonas eucrenophila	Aeromonas eucrenophila	Bacteria
650	periphery	Aeromonas jandaei	Aeromonas jandaei	Bacteria
652	periphery	Aeromonas schubertii	Aeromonas schubertii	Bacteria
654	periphery	Aeromonas veronii	Aeromonas veronii	Bacteria
659	periphery	Photobacterium phosphoreum	Photobacterium phosphoreum	Bacteria
663	periphery	Vibrio alginolyticus	Vibrio alginolyticus	Bacteria
669	periphery	Vibrio harveyi	Vibrio harveyi	Bacteria
670	core	Vibrio parahaemolyticus	Vibrio parahaemolyticus	Bacteria
672	periphery	Vibrio vulnificus	Vibrio vulnificus	Bacteria
673	periphery	Grimontia hollisae	Grimontia hollisae	Bacteria
674	periphery	Vibrio mimicus	Vibrio mimicus	Bacteria
676	periphery	Vibrio fluvialis	Vibrio fluvialis	Bacteria
688	periphery	Aliivibrio logei	Aliivibrio logei	Bacteria
689	periphery	Vibrio mediterranei	Vibrio mediterranei	Bacteria
691	periphery	Vibrio natriegens	Vibrio natriegens	Bacteria
693	periphery	Vibrio nereis	Vibrio nereis	Bacteria
703	core	Plesiomonas shigelloides	Plesiomonas shigelloides	Bacteria
714	core	Aggregatibacter actinomycetemcomitans	Aggregatibacter actinomycetemcomitans	Bacteria
728	periphery	Avibacterium paragallinarum	Avibacterium paragallinarum	Bacteria
732	periphery	Aggregatibacter aphrophilus	Aggregatibacter aphrophilus	Bacteria
733	periphery	Haemophilus haemoglobinophilus	Haemophilus haemoglobinophilus	Bacteria
734	periphery	Haemophilus paracuniculus	Haemophilus paracuniculus	Bacteria
735	periphery	Haemophilus parahaemolyticus	Haemophilus parahaemolyticus	Bacteria
736	periphery	Haemophilus paraphrohaemolyticus	Haemophilus paraphrohaemolyticus	Bacteria
739	periphery	Aggregatibacter segnis	Aggregatibacter segnis	Bacteria
758	periphery	Rodentibacter pneumotropicus	Rodentibacter pneumotropicus	Bacteria
779	core	Ehrlichia ruminantium	Ehrlichia ruminantium	Bacteria
807	periphery	Bartonella elizabethae	Bartonella elizabethae	Bacteria
820	periphery	Bacteroides uniformis	Bacteroides uniformis	Bacteria
824	periphery	Campylobacter gracilis	Campylobacter gracilis	Bacteria
847	core	Oxalobacter formigenes	Oxalobacter formigenes	Bacteria
859	core	Fusobacterium necrophorum	Fusobacterium necrophorum	Bacteria
867	core	Ruminobacter amylophilus	Ruminobacter amylophilus	Bacteria
882	core	Desulfovibrio vulgaris Hildenborough	Desulfovibrio vulgaris str. Hildenborough	Bacteria
883	periphery	Desulfovibrio vulgaris Miyazaki	Desulfovibrio vulgaris str. 'Miyazaki F'	Bacteria
897	core	Desulfococcus multivorans	Desulfococcus multivorans	Bacteria
901	periphery	Desulfovibrio piger	Desulfovibrio piger	Bacteria
917	periphery	Nitrosomonas marina	Nitrosomonas marina	Bacteria
930	core	Acidithiobacillus thiooxidans	Acidithiobacillus thiooxidans	Bacteria
955	core	Wolbachia pipientis	Wolbachia pipientis	Bacteria
966	core	Oceanospirillum linum	Oceanospirillum linum	Bacteria
971	core	Selenomonas ruminantium	Selenomonas ruminantium	Bacteria
983	periphery	Flavobacterium flevense	Flavobacterium flevense	Bacteria
991	periphery	Flavobacterium hydatis	Flavobacterium hydatis	Bacteria
1003	core	Thermoflexibacter ruber	Thermoflexibacter ruber	Bacteria
1004	periphery	Chitinophaga sancti	Chitinophaga sancti	Bacteria
1010	core	Sphingobacterium mizutaii	Sphingobacterium mizutaii	Bacteria
1028	periphery	Marivirga sericea	Marivirga sericea	Bacteria
1035	periphery	Afipia felis	Afipia felis	Bacteria
1044	core	Erythrobacter longus	Erythrobacter longus	Bacteria
1058	core	Thiocapsa roseopersicina	Thiocapsa roseopersicina	Bacteria
1079	core	Blastochloris viridis	Blastochloris viridis	Bacteria
1112	periphery	Porphyrobacter neustonensis	Porphyrobacter neustonensis	Bacteria
1140	core	Synechococcus elongatus	Synechococcus elongatus PCC 7942	Bacteria
1147	periphery	Synechocystis sp. PCC6714	Synechocystis sp. PCC 6714	Bacteria
1148	core	Synechocystis sp. PCC6803	Synechocystis sp. PCC 6803	Bacteria
1188	core	Tolypothrix sp. PCC7601	Tolypothrix sp. PCC 7601	Bacteria
1233	core	Nitrosovibrio tenuis	Nitrosovibrio tenuis	Bacteria
1238	core	Piscirickettsia salmonis	Piscirickettsia salmonis	Bacteria
1245	core	Leuconostoc mesenteroides	Leuconostoc mesenteroides	Bacteria
1246	periphery	Leuconostoc lactis	Leuconostoc lactis	Bacteria
1254	core	Pediococcus acidilactici	Pediococcus acidilactici	Bacteria
1261	core	Peptostreptococcus anaerobius	Peptostreptococcus anaerobius	Bacteria
1265	core	Ruminococcus flavefaciens	Ruminococcus flavefaciens	Bacteria
1267	periphery	Clostridium ventriculi	Clostridium ventriculi	Bacteria
1272	core	Kocuria varians	Kocuria varians	Bacteria
1274	core	Dermacoccus nishinomiyaensis	Dermacoccus nishinomiyaensis	Bacteria
1281	periphery	Staphylococcus carnosus	Staphylococcus carnosus	Bacteria
1283	core	Staphylococcus haemolyticus	Staphylococcus haemolyticus	Bacteria
1284	periphery	Staphylococcus hyicus	Staphylococcus hyicus	Bacteria
1286	periphery	Staphylococcus simulans	Staphylococcus simulans	Bacteria
1288	periphery	Staphylococcus xylosus	Staphylococcus xylosus	Bacteria
1293	periphery	Staphylococcus gallinarum	Staphylococcus gallinarum	Bacteria
1295	periphery	Staphylococcus schleiferi	Staphylococcus schleiferi	Bacteria
1296	periphery	Staphylococcus sciuri	Staphylococcus sciuri	Bacteria
1303	periphery	Streptococcus oralis	Streptococcus oralis	Bacteria
1304	periphery	Streptococcus salivarius	Streptococcus salivarius	Bacteria
1314	core	Streptococcus pyogenes	Streptococcus pyogenes	Bacteria
1326	periphery	Streptococcus acidominimus	Streptococcus acidominimus	Bacteria
1335	periphery	Streptococcus equinus	Streptococcus equinus	Bacteria
1338	periphery	Streptococcus intermedius	Streptococcus intermedius	Bacteria
1346	periphery	Streptococcus iniae	Streptococcus iniae	Bacteria
1352	core	Enterococcus faecium	Enterococcus faecium	Bacteria
1353	periphery	Enterococcus gallinarum	Enterococcus gallinarum	Bacteria
1354	periphery	Enterococcus hirae	Enterococcus hirae	Bacteria
1364	periphery	Lactococcus piscium	Lactococcus piscium	Bacteria
1371	periphery	Marinococcus halophilus	Marinococcus halophilus	Bacteria
1374	periphery	Planococcus kocurii	Planococcus kocurii	Bacteria
1377	core	Aerococcus viridans	Aerococcus viridans	Bacteria
1379	core	Gemella haemolysans	Gemella haemolysans	Bacteria
1381	periphery	Atopobium minutum	Atopobium minutum	Bacteria
1383	periphery	Atopobium rimae	Atopobium rimae	Bacteria
1397	periphery	Bacillus circulans	Bacillus circulans	Bacteria
1398	periphery	Bacillus coagulans	Bacillus coagulans	Bacteria
1399	periphery	Bacillus firmus	Bacillus firmus	Bacteria
1401	periphery	Paenibacillus lautus	Paenibacillus lautus	Bacteria
1405	periphery	Bacillus mycoides	Bacillus mycoides	Bacteria
1406	core	Paenibacillus polymyxa	Paenibacillus polymyxa	Bacteria
1421	core	Lysinibacillus sphaericus	Lysinibacillus sphaericus	Bacteria
1426	core	Parageobacillus thermoglucosidasius	Parageobacillus thermoglucosidasius	Bacteria
1452	periphery	Bacillus atrophaeus	Bacillus atrophaeus	Bacteria
1455	periphery	Bacillus badius	Bacillus badius	Bacteria
1459	core	Sporosarcina globispora	Sporosarcina globispora	Bacteria
1472	periphery	Paenibacillus pabuli	Paenibacillus pabuli	Bacteria
1476	periphery	Sporosarcina psychrophila	Sporosarcina psychrophila	Bacteria
1478	periphery	Bacillus simplex	Bacillus simplex	Bacteria
1479	periphery	Bacillus smithii	Bacillus smithii	Bacteria
1482	periphery	Virgibacillus halodenitrificans	Virgibacillus halodenitrificans	Bacteria
1484	core	Hydrogenibacillus schlegelii	Hydrogenibacillus schlegelii	Bacteria
1490	core	Paraclostridium bifermentans	Paraclostridium bifermentans	Bacteria
1492	core	Clostridium butyricum	Clostridium butyricum	Bacteria
1494	periphery	Clostridium cochlearium	Clostridium cochlearium	Bacteria
1497	periphery	Clostridium formicaceticum	Clostridium formicaceticum	Bacteria
1503	core	Gottschalkia purinilytica	Gottschalkia purinilytica	Bacteria
1504	periphery	Clostridium septicum	Clostridium septicum	Bacteria
1505	core	Paeniclostridium sordellii	Paeniclostridium sordellii	Bacteria
1511	core	Acetoanaerobium sticklandii	Acetoanaerobium sticklandii	Bacteria
1512	periphery	Clostridium symbiosum	[Clostridium] symbiosum	Bacteria
1519	periphery	Clostridium tyrobutyricum	Clostridium tyrobutyricum	Bacteria
1520	periphery	Clostridium beijerinckii	Clostridium beijerinckii	Bacteria
1526	periphery	Clostridium aminophilum	[Clostridium] aminophilum	Bacteria
1527	core	Anaerocolumna aminovalerica	Anaerocolumna aminovalerica	Bacteria
1528	periphery	Eubacterium barkeri	Eubacterium barkeri	Bacteria
1529	periphery	Clostridium cadaveris	Clostridium cadaveris	Bacteria
1533	periphery	Clostridium fallax	Clostridium fallax	Bacteria
1548	periphery	Clostridium scatologenes	Clostridium scatologenes	Bacteria
1552	periphery	Clostridium estertheticum	Clostridium estertheticum subsp. estertheticum	Bacteria
1561	periphery	Clostridium baratii	Clostridium baratii	Bacteria
1571	periphery	Sporosarcina ureae	Sporosarcina ureae	Bacteria
1582	core	Lactobacillus casei	Lactobacillus casei	Bacteria
1583	periphery	Weissella confusa	Weissella confusa	Bacteria
1587	core	Lactobacillus helveticus	Lactobacillus helveticus	Bacteria
1589	core	Lactobacillus pentosus	Lactobacillus pentosus	Bacteria
1600	core	Lactobacillus acetotolerans	Lactobacillus acetotolerans	Bacteria
1601	core	Lactobacillus agilis	Lactobacillus agilis	Bacteria
1604	core	Lactobacillus amylovorus	Lactobacillus amylovorus	Bacteria
1612	core	Lactobacillus farciminis	Lactobacillus farciminis	Bacteria
1613	core	Lactobacillus fermentum	Lactobacillus fermentum	Bacteria
1614	core	Lactobacillus fructivorans	Lactobacillus fructivorans	Bacteria
1616	periphery	Weissella kandleri	Weissella kandleri	Bacteria
1618	core	Lactobacillus mali	Lactobacillus mali	Bacteria
1620	core	Weissella minor	Weissella minor	Bacteria
1622	core	Lactobacillus murinus	Lactobacillus murinus	Bacteria
1629	periphery	Weissella viridescens	Weissella viridescens	Bacteria
1630	core	Kandleria vitulina	Kandleria vitulina	Bacteria
1631	core	Fructobacillus fructosus	Fructobacillus fructosus	Bacteria
1648	core	Erysipelothrix rhusiopathiae	Erysipelothrix rhusiopathiae	Bacteria
1655	core	Actinomyces naeslundii	Actinomyces naeslundii	Bacteria
1657	core	Actinobaculum suis	Actinobaculum suis	Bacteria
1660	core	Schaalia odontolytica	Schaalia odontolytica	Bacteria
1661	core	Trueperella pyogenes	Trueperella pyogenes	Bacteria
1681	core	Bifidobacterium bifidum	Bifidobacterium bifidum	Bacteria
1683	periphery	Bifidobacterium angulatum	Bifidobacterium angulatum	Bacteria
1685	periphery	Bifidobacterium breve	Bifidobacterium breve	Bacteria
1687	periphery	Bifidobacterium coryneforme	Bifidobacterium coryneforme	Bacteria
1688	periphery	Bifidobacterium cuniculi	Bifidobacterium cuniculi	Bacteria
1692	periphery	Bifidobacterium magnum	Bifidobacterium magnum	Bacteria
1693	periphery	Bifidobacterium minimum	Bifidobacterium minimum	Bacteria
1697	periphery	Corynebacterium ammoniagenes	Corynebacterium ammoniagenes	Bacteria
1703	core	Brevibacterium linens	Brevibacterium linens	Bacteria
1705	periphery	Corynebacterium stationis	Corynebacterium stationis	Bacteria
1713	core	Oerskovia turbata	Oerskovia turbata	Bacteria
1724	periphery	Corynebacterium renale	Corynebacterium renale	Bacteria
1725	periphery	Corynebacterium xerosis	Corynebacterium xerosis	Bacteria
1732	periphery	Eubacterium oxidoreducens	Eubacterium oxidoreducens	Bacteria
1736	core	Eubacterium limosum	Eubacterium limosum	Bacteria
1747	core	Cutibacterium acnes	Cutibacterium acnes	Bacteria
1765	core	Mycobacterium tuberculosis variant bovis	Mycobacterium tuberculosis variant bovis	Bacteria
1766	core	Mycolicibacterium fortuitum	Mycolicibacterium fortuitum	Bacteria
1768	periphery	Mycobacterium kansasii	Mycobacterium kansasii	Bacteria
1771	periphery	Mycolicibacterium phlei	Mycolicibacterium phlei	Bacteria
1774	periphery	Mycobacteroides chelonae	Mycobacteroides chelonae	Bacteria
1776	periphery	Mycolicibacterium flavescens	Mycolicibacterium flavescens	Bacteria
1777	periphery	Mycobacterium gastri	Mycobacterium gastri	Bacteria
1778	periphery	Mycobacterium gordonae	Mycobacterium gordonae	Bacteria
1780	periphery	Mycobacterium malmoense	Mycobacterium malmoense	Bacteria
1782	periphery	Mycolicibacter nonchromogenicus	Mycolicibacter nonchromogenicus	Bacteria
1783	periphery	Mycobacterium scrofulaceum	Mycobacterium scrofulaceum	Bacteria
1784	core	Mycobacterium simiae	Mycobacterium simiae	Bacteria
1787	periphery	Mycobacterium szulgai	Mycobacterium szulgai	Bacteria
1788	core	Mycolicibacter terrae	Mycolicibacter terrae	Bacteria
1789	periphery	Mycobacterium xenopi	Mycobacterium xenopi	Bacteria
1790	periphery	Mycobacterium asiaticum	Mycobacterium asiaticum	Bacteria
1791	periphery	Mycolicibacterium aurum	Mycolicibacterium aurum	Bacteria
1793	periphery	Mycolicibacterium fallax	Mycolicibacterium fallax	Bacteria
1795	periphery	Mycolicibacterium neoaurum	Mycolicibacterium neoaurum	Bacteria
1796	periphery	Mycolicibacterium senegalense	Mycolicibacterium senegalense	Bacteria
1797	periphery	Mycolicibacterium thermoresistibile	Mycolicibacterium thermoresistibile	Bacteria
1798	core	Mycolicibacillus trivialis	Mycolicibacillus trivialis	Bacteria
1801	periphery	Mycolicibacterium diernhoferi	Mycolicibacterium diernhoferi	Bacteria
1806	periphery	Mycobacterium tuberculosis variant microti	Mycobacterium tuberculosis variant microti	Bacteria
1807	periphery	Mycolicibacterium obuense	Mycolicibacterium obuense	Bacteria
1824	core	Nocardia asteroides	Nocardia asteroides	Bacteria
1829	periphery	Rhodococcus rhodochrous	Rhodococcus rhodochrous	Bacteria
1833	periphery	Rhodococcus erythropolis	Rhodococcus erythropolis	Bacteria
1844	core	Nocardioides luteus	Nocardioides luteus	Bacteria
1848	periphery	Pseudonocardia thermophila	Pseudonocardia thermophila	Bacteria
1869	core	Actinoplanes utahensis	Actinoplanes utahensis	Bacteria
1888	periphery	Streptomyces albus	Streptomyces albus	Bacteria
1889	periphery	Streptomyces ambofaciens	Streptomyces ambofaciens	Bacteria
1890	periphery	Streptomyces antibioticus	Streptomyces antibioticus	Bacteria
1893	periphery	Streptomyces atratus	Streptomyces atratus	Bacteria
1894	core	Kitasatospora aureofaciens	Kitasatospora aureofaciens	Bacteria
1896	periphery	Streptomyces bikiniensis	Streptomyces bikiniensis	Bacteria
1901	periphery	Streptomyces clavuligerus	Streptomyces clavuligerus	Bacteria
1905	periphery	Streptomyces exfoliatus	Streptomyces exfoliatus	Bacteria
1906	periphery	Streptomyces fradiae	Streptomyces fradiae	Bacteria
1907	periphery	Streptomyces glaucescens	Streptomyces glaucescens	Bacteria
1911	periphery	Streptomyces griseus	Streptomyces griseus	Bacteria
1915	periphery	Streptomyces lincolnensis	Streptomyces lincolnensis	Bacteria
1935	periphery	Streptomyces violaceoruber	Streptomyces violaceoruber	Bacteria
1943	periphery	Streptomyces griseoruber	Streptomyces griseoruber	Bacteria
1957	periphery	Streptomyces sclerotialus	Streptomyces sclerotialus	Bacteria
1963	periphery	Streptomyces olivochromogenes	Streptomyces olivochromogenes	Bacteria
1968	periphery	Streptomyces cellulosae	Streptomyces cellulosae	Bacteria
1993	core	Actinomadura madurae	Actinomadura madurae	Bacteria
1996	core	Microtetraspora glauca	Microtetraspora glauca	Bacteria
2002	periphery	Streptosporangium amethystogenes	Streptosporangium amethystogenes	Bacteria
2017	core	Streptoalloteichus hindustanus	Streptoalloteichus hindustanus	Bacteria
2035	core	Curtobacterium flaccumfaciens	Curtobacterium flaccumfaciens	Bacteria
2036	periphery	Curtobacterium citreum	Curtobacterium citreum	Bacteria
2041	core	Aeromicrobium erythreum	Aeromicrobium erythreum	Bacteria
2045	core	Pimelobacter simplex	Pimelobacter simplex	Bacteria
2055	core	Gordonia terrae	Gordonia terrae	Bacteria
2064	periphery	Kitasatospora griseola	Kitasatospora griseola	Bacteria
2074	core	Pseudonocardia autotrophica	Pseudonocardia autotrophica	Bacteria
2094	core	Mycoplasma arginini	Mycoplasma arginini	Bacteria
2100	core	Mycoplasma hyorhinis	Mycoplasma hyorhinis	Bacteria
2113	core	Mycoplasma californicum	Mycoplasma californicum	Bacteria
2133	core	Spiroplasma citri	Spiroplasma citri	Bacteria
2138	periphery	Spiroplasma poulsonii	Spiroplasma poulsonii	Bacteria
2162	periphery	Methanobacterium formicicum	Methanobacterium formicicum	Archaea
2177	periphery	Methanohalophilus halophilus	Methanohalophilus halophilus	Archaea
2200	core	Methanoculleus thermophilus	Methanoculleus thermophilus	Archaea
2309	core	Pyrodictium occultum	Pyrodictium occultum	Archaea
2325	core	Thermoanaerobacter kivui	Thermoanaerobacter kivui	Bacteria
2340	periphery	Solemya velum	Solemya velum gill symbiont	Bacteria
2342	core	Sodalis pierantonius	Candidatus Sodalis pierantonius str. SOPE	Bacteria
2423	core	Fervidobacterium islandicum	Fervidobacterium islandicum	Bacteria
2702	core	Gardnerella vaginalis	Gardnerella vaginalis	Bacteria
2711	periphery	Citrus sinensis	Citrus sinensis	Eukaryotes
2718	core	Cardiobacterium hominis	Cardiobacterium hominis	Bacteria
2741	core	Peptococcus niger	Peptococcus niger	Bacteria
2748	core	Carnobacterium divergens	Carnobacterium divergens	Bacteria
2754	core	Synergistes jonesii	Synergistes jonesii	Bacteria
2756	core	Brochothrix thermosphacta	Brochothrix thermosphacta	Bacteria
2769	core	Chondrus crispus	Chondrus crispus	Eukaryotes
2880	core	Ectocarpus siliculosus	Ectocarpus siliculosus	Eukaryotes
2903	core	Emiliania huxleyi	Emiliania huxleyi	Eukaryotes
3055	core	Chlamydomonas reinhardtii	Chlamydomonas reinhardtii	Eukaryotes
3068	periphery	Volvox carteri	Volvox carteri f. nagariensis	Eukaryotes
3075	periphery	Auxenochlorella protothecoides	Auxenochlorella protothecoides	Eukaryotes
3076	core	Chlorella sorokiniana	Chlorella sorokiniana	Eukaryotes
3088	core	Tetradesmus obliquus	Tetradesmus obliquus	Eukaryotes
3218	core	Physcomitrella patens	Physcomitrella patens	Eukaryotes
3469	core	Papaver somniferum	Papaver somniferum	Eukaryotes
3476	periphery	Parasponia andersonii	Parasponia andersonii	Eukaryotes
3562	core	Spinacia oleracea	Spinacia oleracea	Eukaryotes
3635	periphery	Gossypium hirsutum	Gossypium hirsutum	Eukaryotes
3641	periphery	Theobroma cacao	Theobroma cacao	Eukaryotes
3659	periphery	Cucumis sativus	Cucumis sativus	Eukaryotes
3694	periphery	Populus trichocarpa	Populus trichocarpa	Eukaryotes
3702	core	Arabidopsis thaliana	Arabidopsis thaliana	Eukaryotes
3708	periphery	Brassica napus	Brassica napus	Eukaryotes
3750	core	Malus domestica	Malus domestica	Eukaryotes
3760	periphery	Prunus persica	Prunus persica	Eukaryotes
3775	periphery	Cephalotus follicularis	Cephalotus follicularis	Eukaryotes
3818	periphery	Arachis hypogaea	Arachis hypogaea	Eukaryotes
3821	periphery	Cajanus cajan	Cajanus cajan	Eukaryotes
3827	periphery	Cicer arietinum	Cicer arietinum	Eukaryotes
3847	core	Glycine max	Glycine max	Eukaryotes
3871	periphery	Lupinus angustifolius	Lupinus angustifolius	Eukaryotes
3880	periphery	Medicago truncatula	Medicago truncatula	Eukaryotes
3885	periphery	Phaseolus vulgaris	Phaseolus vulgaris	Eukaryotes
3914	periphery	Vigna angularis	Vigna angularis	Eukaryotes
3916	periphery	Vigna radiata	Vigna radiata var. radiata	Eukaryotes
3983	periphery	Manihot esculenta	Manihot esculenta	Eukaryotes
3988	periphery	Ricinus communis	Ricinus communis	Eukaryotes
4072	periphery	Capsicum annuum	Capsicum annuum	Eukaryotes
4081	periphery	Solanum lycopersicum	Solanum lycopersicum	Eukaryotes
4096	periphery	Nicotiana sylvestris	Nicotiana sylvestris	Eukaryotes
4097	periphery	Nicotiana tabacum	Nicotiana tabacum	Eukaryotes
4113	core	Solanum tuberosum	Solanum tuberosum	Eukaryotes
4155	periphery	Erythranthe guttata	Erythranthe guttata	Eukaryotes
4232	core	Helianthus annuus	Helianthus annuus	Eukaryotes
4236	periphery	Lactuca sativa	Lactuca sativa	Eukaryotes
4432	core	Nelumbo nucifera	Nelumbo nucifera	Eukaryotes
4529	periphery	Oryza rufipogon	Oryza rufipogon	Eukaryotes
4533	periphery	Oryza brachyantha	Oryza brachyantha	Eukaryotes
4536	periphery	Oryza sativa f. spontanea	Oryza sativa f. spontanea	Eukaryotes
4537	periphery	Oryza punctata	Oryza punctata	Eukaryotes
4538	periphery	Oryza glaberrima	Oryza glaberrima	Eukaryotes
4540	periphery	Panicum miliaceum	Panicum miliaceum	Eukaryotes
4555	periphery	Setaria italica	Setaria italica	Eukaryotes
4558	periphery	Sorghum bicolor	Sorghum bicolor	Eukaryotes
4565	core	Triticum aestivum	Triticum aestivum	Eukaryotes
4572	periphery	Triticum urartu	Triticum urartu	Eukaryotes
4577	core	Zea mays	Zea mays	Eukaryotes
4615	periphery	Ananas comosus	Ananas comosus	Eukaryotes
4779	periphery	Bremia lactucae	Bremia lactucae	Eukaryotes
4781	periphery	Plasmopara halstedii	Plasmopara halstedii	Eukaryotes
4790	periphery	Phytophthora nicotianae	Phytophthora nicotianae	Eukaryotes
4795	periphery	Phytophthora megakarya	Phytophthora megakarya	Eukaryotes
4829	core	Absidia glauca	Absidia glauca	Eukaryotes
4846	core	Rhizopus stolonifer	Rhizopus stolonifer	Eukaryotes
4909	core	Pichia kudriavzevii	Pichia kudriavzevii	Eukaryotes
4932	core	Saccharomyces cerevisiae	Saccharomyces cerevisiae	Eukaryotes
4955	periphery	Lachancea fermentati	Lachancea fermentati	Eukaryotes
4999	periphery	Kockovaella imperatae	Kockovaella imperatae	Eukaryotes
5007	periphery	Brettanomyces bruxellensis	Brettanomyces bruxellensis	Eukaryotes
5078	periphery	Penicillium griseofulvum	Penicillium griseofulvum	Eukaryotes
5098	core	Monascus purpureus	Monascus purpureus	Eukaryotes
5217	core	Tremella mesenterica	Tremella mesenterica	Eukaryotes
5286	core	Rhodotorula toruloides	Rhodotorula toruloides	Eukaryotes
5288	periphery	Rhodotorula diobovata	Rhodotorula diobovata	Eukaryotes
5353	core	Lentinula edodes	Lentinula edodes	Eukaryotes
5364	core	Heliocybe sulcata	Heliocybe sulcata	Eukaryotes
5454	periphery	Ascochyta rabiei	Ascochyta rabiei	Eukaryotes
5466	core	Colletotrichum trifolii	Colletotrichum trifolii	Eukaryotes
5486	periphery	Candida viswanathii	Candida viswanathii	Eukaryotes
