#taxon_id	STRING_type	STRING_name_compact	official_name_NCBI	domain
547144	periphery	Hydrogenobaculum sp. HO	Hydrogenobaculum sp. HO	Bacteria
547162	periphery	Verrucosispora sediminis	Verrucosispora sediminis	Bacteria
547163	periphery	Mycobacterium vulneris	Mycobacterium vulneris	Bacteria
547558	periphery	Methanohalophilus mahii	Methanohalophilus mahii DSM 5219	Archaea
547559	periphery	Natrialba magadii	Natrialba magadii ATCC 43099	Archaea
548476	periphery	Corynebacterium aurimucosum	Corynebacterium aurimucosum ATCC 700975	Bacteria
548479	core	Mobiluncus curtisii	Mobiluncus curtisii ATCC 43063	Bacteria
549386	periphery	Microvirga guangxiensis	Microvirga guangxiensis	Bacteria
549687	periphery	Bacillus horneckiae	Bacillus horneckiae	Bacteria
549789	periphery	Phormidium tenue	Phormidium tenue NIES-30	Bacteria
549819	periphery	Streptomyces sp. TPA0874	Streptomyces sp. TP-A0874	Bacteria
550447	core	Edaphobacillus lindanitolerans	Edaphobacillus lindanitolerans	Bacteria
550540	periphery	Ferrimonas balearica	Ferrimonas balearica DSM 9799	Bacteria
550983	core	Niastella populi	Niastella populi	Bacteria
551115	periphery	Nostoc azollae	'Nostoc azollae' 0708	Bacteria
551275	periphery	Hirschia maritima	Hirschia maritima DSM 19733	Bacteria
551459	periphery	Chryseobacterium piscicola	Chryseobacterium piscicola	Bacteria
551789	core	Ponticaulis koreensis	Ponticaulis koreensis DSM 19734	Bacteria
551987	periphery	Duganella sacchari	Duganella sacchari	Bacteria
551990	periphery	Flavobacterium glycines	Flavobacterium glycines	Bacteria
551991	core	Arachidicoccus rhizosphaerae	Arachidicoccus rhizosphaerae	Bacteria
551995	periphery	Mucilaginibacter gossypiicola	Mucilaginibacter gossypiicola	Bacteria
551996	periphery	Mucilaginibacter gossypii	Mucilaginibacter gossypii	Bacteria
552354	periphery	Streptomyces sp. TPA0875	Streptomyces sp. TP-A0875	Bacteria
552398	periphery	Ruminococcaceae bacterium D16	Ruminococcaceae bacterium D16	Bacteria
552811	core	Dehalogenimonas lykanthroporepellens	Dehalogenimonas lykanthroporepellens BL-DC-9	Bacteria
553174	periphery	Prevotella melaninogenica	Prevotella melaninogenica ATCC 25845	Bacteria
553175	periphery	Porphyromonas endodontalis	Porphyromonas endodontalis ATCC 35406	Bacteria
553177	periphery	Capnocytophaga sputigena	Capnocytophaga sputigena ATCC 33612	Bacteria
553178	periphery	Capnocytophaga gingivalis	Capnocytophaga gingivalis ATCC 33624	Bacteria
553207	periphery	Corynebacterium matruchotii	Corynebacterium matruchotii ATCC 14266	Bacteria
553218	periphery	Campylobacter rectus	Campylobacter rectus RM3267	Bacteria
553219	periphery	Campylobacter showae RM3277	Campylobacter showae RM3277	Bacteria
553239	periphery	Vibrio breoganii	Vibrio breoganii	Bacteria
553311	periphery	Virgibacillus salinus	Virgibacillus salinus	Bacteria
553385	periphery	Cobetia crustatorum	Cobetia crustatorum	Bacteria
553466	periphery	Halogranum rubrum	Halogranum rubrum	Archaea
553467	periphery	Halopelagius inordinatus	Halopelagius inordinatus	Archaea
553469	periphery	Halogeometricum rufum	Halogeometricum rufum	Archaea
553510	periphery	Streptomyces gilvosporeus	Streptomyces gilvosporeus	Bacteria
553611	periphery	Photobacterium leiognathi	Photobacterium leiognathi	Bacteria
553973	periphery	Clostridium hylemonae	[Clostridium] hylemonae DSM 15053	Bacteria
554055	periphery	Micractinium conductrix	Micractinium conductrix	Eukaryotes
554065	periphery	Chlorella variabilis	Chlorella variabilis	Eukaryotes
554083	core	Tersicoccus phoenicis	Tersicoccus phoenicis	Bacteria
554155	periphery	Microsporum canis	Microsporum canis CBS 113480	Eukaryotes
554343	periphery	Psychrobacter piscatorii	Psychrobacter piscatorii	Bacteria
554373	core	Moniliophthora perniciosa	Moniliophthora perniciosa FA553	Eukaryotes
555079	core	Thermosediminibacter oceani	Thermosediminibacter oceani DSM 16646	Bacteria
555088	core	Dethiobacter alkaliphilus	Dethiobacter alkaliphilus AHT 1	Bacteria
555500	core	Galbibacter marinus	Galbibacter marinus	Bacteria
555512	periphery	Salipiger marinus	Salipiger marinus	Bacteria
555778	core	Halothiobacillus neapolitanus	Halothiobacillus neapolitanus c2	Bacteria
555874	periphery	Haloplanus vescus	Haloplanus vescus	Archaea
555875	periphery	Halogeometricum limi	Halogeometricum limi	Archaea
556267	periphery	Helicobacter winghamensis	Helicobacter winghamensis ATCC BAA-430	Bacteria
556325	core	Neomicrococcus aestuarii	Neomicrococcus aestuarii	Bacteria
556484	core	Phaeodactylum tricornutum	Phaeodactylum tricornutum CCAP 1055/1	Eukaryotes
556533	periphery	Pseudomonas benzenivorans	Pseudomonas benzenivorans	Bacteria
557436	core	Lactobacillus reuteri	Lactobacillus reuteri DSM 20016	Bacteria
557598	core	Laribacter hongkongensis	Laribacter hongkongensis HLHK9	Bacteria
557723	periphery	Glaesserella parasuis	Glaesserella parasuis SH0165	Bacteria
558151	periphery	Chryseobacterium angstadtii	Chryseobacterium angstadtii	Bacteria
558152	periphery	Chryseobacterium piperi	Chryseobacterium piperi	Bacteria
558155	periphery	Arenibacter nanhaiticus	Arenibacter nanhaiticus	Bacteria
558169	periphery	Lentibacillus jeotgali	Lentibacillus jeotgali	Bacteria
558173	periphery	Corynebacterium doosanense	Corynebacterium doosanense CAU 212 = DSM 45436	Bacteria
558964	periphery	Aeromonas aquatica	Aeromonas aquatica	Bacteria
559295	periphery	Lachancea thermotolerans	Lachancea thermotolerans CBS 6340	Eukaryotes
559297	core	Blastomyces dermatitidis	Blastomyces dermatitidis ER-3	Eukaryotes
559298	periphery	Blastomyces gilchristii	Blastomyces gilchristii SLH14081	Eukaryotes
559304	periphery	Millerozyma farinosa	Millerozyma farinosa CBS 7064	Eukaryotes
559305	core	Trichophyton rubrum	Trichophyton rubrum CBS 118892	Eukaryotes
559307	periphery	Zygosaccharomyces rouxii	Zygosaccharomyces rouxii CBS 732	Eukaryotes
559515	periphery	Hyaloperonospora arabidopsidis	Hyaloperonospora arabidopsidis Emoy2	Eukaryotes
560555	periphery	Mycobacterium mantenii	Mycobacterium mantenii	Bacteria
560819	core	Tistlia consotensis	Tistlia consotensis USBA 355	Bacteria
561061	periphery	Sphingobacterium psychroaquaticum	Sphingobacterium psychroaquaticum	Bacteria
561175	periphery	Actinomadura flavalba	Actinomadura flavalba DSM 45200	Bacteria
561176	core	Jiangella alba	Jiangella alba	Bacteria
561177	periphery	Anaerococcus hydrogenalis	Anaerococcus hydrogenalis DSM 7454	Bacteria
561180	periphery	Bifidobacterium gallicum	Bifidobacterium gallicum DSM 20093 = LMG 11596	Bacteria
561184	core	Mameliella alba	Mameliella alba	Bacteria
561229	periphery	Dickeya chrysanthemi	Dickeya chrysanthemi Ech1591	Bacteria
561230	periphery	Pectobacterium carotovorum	Pectobacterium carotovorum subsp. carotovorum PC1	Bacteria
561365	periphery	Maribacter arcticus	Maribacter arcticus	Bacteria
561720	core	Dethiosulfovibrio salsuginis	Dethiosulfovibrio salsuginis	Bacteria
561896	periphery	Postia placenta Mad698R	Postia placenta Mad-698-R	Eukaryotes
562729	periphery	Rheinheimera nanhaiensis	Rheinheimera nanhaiensis E407-8	Bacteria
562743	periphery	Amphibacillus jilinensis	Amphibacillus jilinensis Y1	Bacteria
562970	core	Kyrpidia tusciae	Kyrpidia tusciae DSM 2912	Bacteria
562982	periphery	Gemella morbillorum	Gemella morbillorum M424	Bacteria
563031	periphery	Prevotella sp. C561	Prevotella sp. C561	Bacteria
563040	periphery	Sulfurimonas autotrophica	Sulfurimonas autotrophica DSM 16294	Bacteria
563176	core	Siphonobacter aquaeclarae	Siphonobacter aquaeclarae	Bacteria
563178	periphery	Buchnera aphidicola 5A	Buchnera aphidicola str. 5A (Acyrthosiphon pisum)	Bacteria
563192	core	Bilophila wadsworthia	Bilophila wadsworthia 3_1_6	Bacteria
563996	periphery	Sphingomonas hankookensis	Sphingomonas hankookensis	Bacteria
564064	periphery	Spirosoma rigui	Spirosoma rigui	Bacteria
564117	periphery	Marinobacter antarcticus	Marinobacter antarcticus	Bacteria
564137	core	Roseicitreum antarcticum	Roseicitreum antarcticum	Bacteria
564198	periphery	Mycolicibacterium bacteremicum	Mycolicibacterium bacteremicum	Bacteria
564608	periphery	Micromonas pusilla	Micromonas pusilla CCMP1545	Eukaryotes
565033	periphery	Geoglobus acetivorans	Geoglobus acetivorans	Archaea
565034	core	Brachyspira hyodysenteriae	Brachyspira hyodysenteriae WA1	Bacteria
565045	periphery	Luminiphilus syltensis	Luminiphilus syltensis NOR5-1B	Bacteria
565575	periphery	Ureaplasma urealyticum	Ureaplasma urealyticum serovar 10 str. ATCC 33699	Bacteria
566466	periphery	gamma proteobacterium NOR53	gamma proteobacterium NOR5-3	Bacteria
566551	periphery	Cedecea davisae	Cedecea davisae DSM 4568	Bacteria
568069	periphery	Clunio marinus	Clunio marinus	Eukaryotes
568102	core	Henriciella litoralis	Henriciella litoralis	Bacteria
568768	periphery	Dickeya sp. NCPPB569	Dickeya sp. NCPPB 569	Bacteria
568816	periphery	Acidaminococcus intestini	Acidaminococcus intestini RyC-MR95	Bacteria
568860	periphery	Nonomuraea wenchangensis	Nonomuraea wenchangensis	Bacteria
568872	periphery	Micromonospora rhizosphaerae	Micromonospora rhizosphaerae	Bacteria
568899	periphery	Alteribacillus persepolensis	Alteribacillus persepolensis	Bacteria
569365	periphery	Cladophialophora immunda	Cladophialophora immunda	Eukaryotes
569857	periphery	Staphylococcus microti	Staphylococcus microti	Bacteria
569882	core	Salinihabitans flavidus	Salinihabitans flavidus	Bacteria
570156	periphery	Pseudoalteromonas lipolytica	Pseudoalteromonas lipolytica	Bacteria
570268	periphery	Nocardiopsis potens	Nocardiopsis potens DSM 45234	Bacteria
570277	periphery	Endozoicomonas montiporae	Endozoicomonas montiporae CL-33	Bacteria
570446	periphery	Sphingobium faniae	Sphingobium faniae	Bacteria
570519	core	Flagellimonas flava	Flagellimonas flava	Bacteria
570521	core	Aquimarina spongiae	Aquimarina spongiae	Bacteria
570947	periphery	Salimicrobium flavidum	Salimicrobium flavidum	Bacteria
570952	core	Fodinicurvata sediminis	Fodinicurvata sediminis DSM 21159	Bacteria
570967	periphery	Fodinicurvata fenggangensis	Fodinicurvata fenggangensis DSM 21160	Bacteria
571298	periphery	Pseudoruegeria lutimaris	Pseudoruegeria lutimaris	Bacteria
571438	periphery	Desulfovibrio legallii	Desulfovibrio legallii	Bacteria
571913	core	Luteipulveratus mongoliensis	Luteipulveratus mongoliensis	Bacteria
571915	periphery	Corynebacterium mustelae	Corynebacterium mustelae	Bacteria
571932	periphery	Thalassobacillus cyri	Thalassobacillus cyri	Bacteria
571933	core	Piscibacillus halophilus	Piscibacillus halophilus	Bacteria
572036	core	Pedobacter luteus	Pedobacter luteus	Bacteria
572265	periphery	Hamiltonella defensa	Candidatus Hamiltonella defensa 5AT (Acyrthosiphon pisum)	Bacteria
572477	core	Allochromatium vinosum	Allochromatium vinosum DSM 180	Bacteria
572478	periphery	Vulcanisaeta distributa	Vulcanisaeta distributa DSM 14429	Archaea
572479	periphery	Halanaerobium praevalens	Halanaerobium praevalens DSM 2228	Bacteria
572480	periphery	Arcobacter nitrofigilis	Arcobacter nitrofigilis DSM 7299	Bacteria
572544	core	Ilyobacter polytropus	Ilyobacter polytropus DSM 2926	Bacteria
572546	periphery	Archaeoglobus profundus	Archaeoglobus profundus DSM 5631	Archaea
572547	core	Aminobacterium colombiense	Aminobacterium colombiense DSM 12261	Bacteria
573024	periphery	Roseovarius nanhaiticus	Roseovarius nanhaiticus	Bacteria
573058	periphery	Peptoniphilus asaccharolyticus	Peptoniphilus asaccharolyticus DSM 20463	Bacteria
573061	periphery	Clostridium cellulovorans	Clostridium cellulovorans 743B	Bacteria
573063	periphery	Methanocaldococcus infernus	Methanocaldococcus infernus ME	Archaea
573064	periphery	Methanocaldococcus fervens	Methanocaldococcus fervens AG86	Archaea
573065	core	Asticcacaulis excentricus	Asticcacaulis excentricus CB 48	Bacteria
573321	periphery	Chitinophaga rupis	Chitinophaga rupis	Bacteria
573370	periphery	Desulfovibrio magneticus RS1	Desulfovibrio magneticus RS-1	Bacteria
573413	core	Sediminispirochaeta smaragdinae	Sediminispirochaeta smaragdinae DSM 11293	Bacteria
573501	periphery	Leeuwenhoekiella palythoae	Leeuwenhoekiella palythoae	Bacteria
573508	periphery	Aspergillus cristatus	Aspergillus cristatus	Eukaryotes
573569	periphery	Francisella salina	Francisella salina	Bacteria
573570	periphery	Francisella uliginis	Francisella uliginis	Bacteria
573658	periphery	Hodgkinia cicadicola	Candidatus Hodgkinia cicadicola	Bacteria
573729	periphery	Thermothelomyces thermophilus	Thermothelomyces thermophilus ATCC 42464	Eukaryotes
573983	periphery	Moraxella porci	Moraxella porci DSM 25326	Bacteria
574087	periphery	Acetohalobium arabaticum	Acetohalobium arabaticum DSM 5501	Bacteria
574096	periphery	Pantoea allii	Pantoea allii	Bacteria
574349	core	Aidingimonas halophila	Aidingimonas halophila	Bacteria
574375	periphery	Bacillus gaemokensis	Bacillus gaemokensis	Bacteria
574376	periphery	Bacillus manliponensis	Bacillus manliponensis	Bacteria
574556	periphery	Anaplasma centrale	Anaplasma centrale str. Israel	Bacteria
574566	core	Coccomyxa subellipsoidea	Coccomyxa subellipsoidea C-169	Eukaryotes
574650	periphery	Micrococcus terreus	Micrococcus terreus	Bacteria
574651	periphery	Nocardioides terrae	Nocardioides terrae	Bacteria
574934	periphery	Bradyrhizobium sp. AT1	Bradyrhizobium sp. AT1	Bacteria
574966	periphery	Halomonas zhanjiangensis	Halomonas zhanjiangensis DSM 21076	Bacteria
575540	periphery	Isosphaera pallida	Isosphaera pallida ATCC 43644	Bacteria
575590	periphery	Bacteroidetes F0058	Bacteroidetes oral taxon 274 str. F0058	Bacteria
575593	periphery	Lachnospiraceae F0167	Lachnospiraceae oral taxon 107 str. F0167	Bacteria
575594	core	Lactobacillus coleohominis	Lactobacillus coleohominis 101-4-CHN	Bacteria
575609	periphery	Peptoniphilus sp. F0131	Peptoniphilus sp. oral taxon 386 str. F0131	Bacteria
575614	periphery	Prevotella sp. F0039	Prevotella sp. oral taxon 299 str. F0039	Bacteria
575788	periphery	Vibrio tasmaniensis	Vibrio tasmaniensis LGP32	Bacteria
576117	core	Celeribacter halophilus	Celeribacter halophilus	Bacteria
576118	periphery	Salinicoccus qingdaonensis	Salinicoccus qingdaonensis	Bacteria
576131	core	Lentibacter algarum	Lentibacter algarum	Bacteria
576137	periphery	Phialocephala subalpina	Phialocephala subalpina	Eukaryotes
576611	core	Polynucleobacter asymbioticus	Polynucleobacter asymbioticus	Bacteria
577470	periphery	Demequina salsinemoris	Demequina salsinemoris	Bacteria
577650	core	Desulfobulbus propionicus	Desulfobulbus propionicus DSM 2032	Bacteria
578214	periphery	Halobacillus hunanensis	Halobacillus hunanensis	Bacteria
578454	periphery	Candida parapsilosis	Candida parapsilosis CDC317	Eukaryotes
578455	periphery	Thermothielavioides terrestris	Thermothielavioides terrestris NRRL 8126	Eukaryotes
578458	core	Schizophyllum commune	Schizophyllum commune H4-8	Eukaryotes
578459	periphery	Rhodotorula graminis	Rhodotorula graminis WP1	Eukaryotes
578460	periphery	Nosema ceranae	Nosema ceranae BRL01	Eukaryotes
578461	periphery	Nosema bombycis	Nosema bombycis CQ1	Eukaryotes
578462	core	Allomyces macrogynus	Allomyces macrogynus ATCC 38327	Eukaryotes
578942	periphery	Dokdonella immobilis	Dokdonella immobilis	Bacteria
579105	core	Mesonia phycicola	Mesonia phycicola	Bacteria
579137	periphery	Methanocaldococcus vulcanius	Methanocaldococcus vulcanius M7	Archaea
579138	periphery	Zymomonas mobilis pomaceae	Zymomonas mobilis subsp. pomaceae ATCC 29192	Bacteria
579405	periphery	Dickeya paradisiaca	Dickeya paradisiaca Ech703	Bacteria
579478	periphery	Halomonas sp. S2151	Halomonas sp. S2151	Bacteria
579483	periphery	Loktanella sp. S4079	Loktanella sp. S4079	Bacteria
579748	periphery	Vibrio galatheae	Vibrio galatheae	Bacteria
580166	core	Oceanibaculum pacificum	Oceanibaculum pacificum	Bacteria
580327	periphery	Thermoanaerobacterium thermosaccharolyticum	Thermoanaerobacterium thermosaccharolyticum DSM 571	Bacteria
580332	core	Sideroxydans lithotrophicus	Sideroxydans lithotrophicus ES-1	Bacteria
580340	core	Thermovirga lienii	Thermovirga lienii DSM 17291	Bacteria
582402	core	Hirschia baltica	Hirschia baltica ATCC 49814	Bacteria
582419	periphery	Thermococcus paralvinellae	Thermococcus paralvinellae	Archaea
582475	periphery	Lysinibacillus xylanilyticus	Lysinibacillus xylanilyticus	Bacteria
582515	periphery	Rubidibacter lacunae	Rubidibacter lacunae KORDI 51-2	Bacteria
582667	periphery	Methylobacterium pseudosasicola	Methylobacterium pseudosasicola	Bacteria
582672	periphery	Methylobacterium phyllostachyos	Methylobacterium phyllostachyos	Bacteria
582675	periphery	Methylobacterium gossipiicola	Methylobacterium gossipiicola	Bacteria
582680	periphery	Microbacterium azadirachtae	Microbacterium azadirachtae	Bacteria
582692	periphery	Paenibacillus polysaccharolyticus	Paenibacillus polysaccharolyticus	Bacteria
582702	periphery	Rhodanobacter glycinis	Rhodanobacter glycinis	Bacteria
582744	periphery	Methylovorus glucosetrophus	Methylovorus glucosetrophus SIP3-4	Bacteria
582851	periphery	Oceanobacillus sojae	Oceanobacillus sojae	Bacteria
582899	periphery	Hyphomicrobium denitrificans ATCC 51888	Hyphomicrobium denitrificans ATCC 51888	Bacteria
583345	periphery	Methylotenera mobilis JLW8	Methylotenera mobilis JLW8	Bacteria
583355	core	Coraliomargarita akajimensis	Coraliomargarita akajimensis DSM 45221	Bacteria
583356	periphery	Ignisphaera aggregans	Ignisphaera aggregans DSM 17230	Archaea
583358	periphery	Thermoanaerobacter mathranii	Thermoanaerobacter mathranii subsp. mathranii str. A3	Bacteria
584708	core	Aminomonas paucivorans	Aminomonas paucivorans DSM 12260	Bacteria
584787	periphery	Gallaecimonas pentaromativorans	Gallaecimonas pentaromativorans	Bacteria
585034	periphery	Escherichia coli IAI1	Escherichia coli IAI1	Bacteria
585056	periphery	Escherichia coli UMN026	Escherichia coli UMN026	Bacteria
585057	periphery	Escherichia coli IAI39	Escherichia coli IAI39	Bacteria
585394	periphery	Roseburia hominis	Roseburia hominis A2-183	Bacteria
585423	periphery	Synechococcus sp. KORDI49	Synechococcus sp. KORDI-49	Bacteria
585425	periphery	Synechococcus sp. KORDI52	Synechococcus sp. KORDI-52	Bacteria
585501	core	Oribacterium sinus	Oribacterium sinus F0268	Bacteria
585506	periphery	Weissella paramesenteroides	Weissella paramesenteroides ATCC 33313	Bacteria
585529	periphery	Corynebacterium genitalium	Corynebacterium genitalium ATCC 33030	Bacteria
585530	periphery	Brevibacterium mcbrellneri	Brevibacterium mcbrellneri ATCC 49030	Bacteria
585531	periphery	Aeromicrobium marinum	Aeromicrobium marinum DSM 15272	Bacteria
586239	periphery	Gluconobacter roseus	Gluconobacter roseus	Bacteria
586411	core	Jeotgalicoccus halophilus	Jeotgalicoccus halophilus	Bacteria
586413	periphery	Oceanobacillus manasiensis	Oceanobacillus manasiensis	Bacteria
586416	periphery	Terribacillus aidingensis	Terribacillus aidingensis	Bacteria
586833	core	Myripristis murdjan	Myripristis murdjan	Eukaryotes
587636	periphery	Phycicoccus cremeus	Phycicoccus cremeus	Bacteria
587753	periphery	Pseudomonas chlororaphis	Pseudomonas chlororaphis	Bacteria
587909	core	Yuhushiella deserti	Yuhushiella deserti	Bacteria
588319	periphery	Palaeococcus ferrophilus	Palaeococcus ferrophilus DSM 13482	Archaea
588581	periphery	Ruminiclostridium papyrosolvens DSM 2782	Ruminiclostridium papyrosolvens DSM 2782	Bacteria
588602	periphery	Celeribacter neptunius	Celeribacter neptunius	Bacteria
588898	periphery	Haloterrigena daqingensis	Haloterrigena daqingensis	Archaea
588932	periphery	Brevundimonas naejangsanensis	Brevundimonas naejangsanensis	Bacteria
589382	core	Agromyces flavus	Agromyces flavus	Bacteria
589385	periphery	Amycolatopsis xylanica	Amycolatopsis xylanica	Bacteria
589865	core	Desulfurivibrio alkaliphilus	Desulfurivibrio alkaliphilus AHT 2	Bacteria
589873	periphery	Alteromonas australica	Alteromonas australica	Bacteria
589924	periphery	Ferroglobus placidus	Ferroglobus placidus DSM 10642	Archaea
590061	periphery	Halomonas sp. KM1	Halomonas sp. KM-1	Bacteria
590409	periphery	Dickeya zeae	Dickeya zeae Ech586	Bacteria
590646	periphery	Yamadazyma tenuis	Yamadazyma tenuis ATCC 10573	Eukaryotes
590652	periphery	Mycobacterium paraseoulense	Mycobacterium paraseoulense	Bacteria
590998	core	Cellulomonas fimi	Cellulomonas fimi ATCC 484	Bacteria
591001	periphery	Acidaminococcus fermentans	Acidaminococcus fermentans DSM 20731	Bacteria
591019	periphery	Staphylothermus hellenicus	Staphylothermus hellenicus DSM 12710	Archaea
591023	periphery	Actinobacillus minor	Actinobacillus minor 202	Bacteria
591157	periphery	Streptomyces sp. SPB78	Streptomyces sp. SPB78	Bacteria
591159	periphery	Streptomyces viridochromogenes	Streptomyces viridochromogenes DSM 40736	Bacteria
591167	periphery	Streptomyces pratensis	Streptomyces pratensis ATCC 33331	Bacteria
591205	periphery	Paracoccus isoporae	Paracoccus isoporae	Bacteria
591936	periphery	Piliocolobus tephrosceles	Piliocolobus tephrosceles	Eukaryotes
592010	core	Abiotrophia defectiva	Abiotrophia defectiva ATCC 49176	Bacteria
592015	core	Acetomicrobium hydrogeniformans	Acetomicrobium hydrogeniformans ATCC BAA-1850	Bacteria
592026	core	Catonella morbi	Catonella morbi ATCC 51271	Bacteria
592028	periphery	Dialister invisus	Dialister invisus DSM 15470	Bacteria
592029	periphery	Nonlabens dokdonensis	Nonlabens dokdonensis DSW-6	Bacteria
592031	periphery	Eubacterium saphenum	Eubacterium saphenum ATCC 49989	Bacteria
592050	core	Acidovorax soli	Acidovorax soli	Bacteria
592316	periphery	Pantoea sp. At9b	Pantoea sp. At-9b	Bacteria
592361	periphery	Pseudomonas peli	Pseudomonas peli	Bacteria
593117	periphery	Thermococcus gammatolerans	Thermococcus gammatolerans EJ3	Archaea
593133	periphery	Lutibacter maritimus	Lutibacter maritimus	Bacteria
593750	periphery	Methanoregula formicica	Methanoregula formicica SMSP	Archaea
593907	periphery	Cellulomonas gilvus	Cellulomonas gilvus ATCC 13127	Bacteria
594679	periphery	Allofrancisella guangzhouensis	Allofrancisella guangzhouensis	Bacteria
595434	periphery	Rhodopirellula islandica	Rhodopirellula islandica	Bacteria
595460	periphery	Rhodopirellula sp. SWK7	Rhodopirellula sp. SWK7	Bacteria
595494	periphery	Tolumonas auensis	Tolumonas auensis DSM 9187	Bacteria
595499	periphery	Sulcia muelleri SMDSEM	Candidatus Sulcia muelleri SMDSEM	Bacteria
595528	core	Capsaspora owczarzaki	Capsaspora owczarzaki ATCC 30864	Eukaryotes
595536	core	Methylosinus trichosporium	Methylosinus trichosporium OB3b	Bacteria
595537	periphery	Variovorax paradoxus EPS	Variovorax paradoxus EPS	Bacteria
595670	periphery	Acinetobacter kyonggiensis	Acinetobacter kyonggiensis	Bacteria
596151	periphery	Desulfovibrio fructosivorans	Desulfovibrio fructosivorans JJ	Bacteria
596152	periphery	Desulfovibrio sp. U5L	Desulfovibrio sp. U5L	Bacteria
596154	periphery	Alicycliphilus denitrificans	Alicycliphilus denitrificans K601	Bacteria
596315	periphery	Peptostreptococcus stomatis	Peptostreptococcus stomatis DSM 17678	Bacteria
596324	periphery	Treponema vincentii	Treponema vincentii ATCC 35580	Bacteria
596327	periphery	Porphyromonas uenonis 603	Porphyromonas uenonis 60-3	Bacteria
597362	core	Agaricus bisporus	Agaricus bisporus var. burnettii JB137-S8	Eukaryotes
597456	periphery	Habropoda laboriosa	Habropoda laboriosa	Eukaryotes
598467	periphery	Brenneria sp. EniD312	Brenneria sp. EniD312	Bacteria
598659	core	Nautilia profundicola	Nautilia profundicola AmH	Bacteria
599839	periphery	Fibroporia radiculosa	Fibroporia radiculosa	Eukaryotes
600809	periphery	Blattabacterium sp. BPLAN	Blattabacterium sp. (Periplaneta americana) str. BPLAN	Bacteria
602072	periphery	Aspergillus carbonarius	Aspergillus carbonarius ITEM 5010	Eukaryotes
604088	periphery	Erythrobacter nanhaisediminis	Erythrobacter nanhaisediminis	Bacteria
604089	periphery	Flavobacterium sinopsychrotolerans	Flavobacterium sinopsychrotolerans	Bacteria
604330	core	Olsenella umbonata	Olsenella umbonata	Bacteria
604331	periphery	Meiothermus rufus	Meiothermus rufus DSM 22234	Bacteria
604354	periphery	Thermococcus sibiricus	Thermococcus sibiricus MM 739	Archaea
608506	periphery	Caldicellulosiruptor obsidiansis	Caldicellulosiruptor obsidiansis OB47	Bacteria
608534	periphery	Oribacterium sp. F0262	Oribacterium sp. oral taxon 078 str. F0262	Bacteria
608538	core	Hydrogenobacter thermophilus	Hydrogenobacter thermophilus TK-6	Bacteria
610130	periphery	Clostridium saccharolyticum WM1	[Clostridium] saccharolyticum WM1	Bacteria
610380	periphery	Harpegnathos saltator	Harpegnathos saltator	Eukaryotes
613199	periphery	Prochlorococcus sp. W8	Prochlorococcus sp. W8	Bacteria
616990	core	Lactobacillus paucivorans	Lactobacillus paucivorans	Bacteria
616991	periphery	Arenibacter algicola	Arenibacter algicola	Bacteria
617001	periphery	Desulfonatronum thioautotrophicum	Desulfonatronum thioautotrophicum	Bacteria
617002	periphery	Desulfonatronum thiosulfatophilum	Desulfonatronum thiosulfatophilum	Bacteria
619300	periphery	Spathaspora passalidarum	Spathaspora passalidarum NRRL Y-27907	Eukaryotes
619304	core	Neptunomonas antarctica	Neptunomonas antarctica	Bacteria
619693	periphery	Prevotella sp. F0295	Prevotella sp. oral taxon 472 str. F0295	Bacteria
619805	core	Soonwooa buanensis	Soonwooa buanensis	Bacteria
620914	periphery	Aquimarina agarilytica	Aquimarina agarilytica ZC1	Bacteria
621456	periphery	Sphingomonas melonis	Sphingomonas melonis TY	Bacteria
622637	periphery	Methylocystis sp. ATCC 49242	Methylocystis sp. ATCC 49242	Bacteria
623280	core	Parapedobacter luteus	Parapedobacter luteus	Bacteria
623281	periphery	Parapedobacter composti	Parapedobacter composti	Bacteria
623744	periphery	Danionella translucida	Danionella translucida	Eukaryotes
624147	periphery	Paenibacillus tianmuensis	Paenibacillus tianmuensis	Bacteria
626369	periphery	Granulicatella elegans	Granulicatella elegans ATCC 700633	Bacteria
626418	periphery	Burkholderia glumae	Burkholderia glumae BGR1	Bacteria
626522	core	Alloprevotella tannerae	Alloprevotella tannerae ATCC 51259	Bacteria
626523	core	Shuttleworthia satelles	Shuttleworthia satelles DSM 14600	Bacteria
626887	periphery	Marinobacter nanhaiticus	Marinobacter nanhaiticus D15-8W	Bacteria
626937	core	Christensenella minuta	Christensenella minuta	Bacteria
626940	core	Phascolarctobacterium succinatutens	Phascolarctobacterium succinatutens	Bacteria
627192	periphery	Sphingobium sp. SYK6	Sphingobium sp. SYK-6	Bacteria
629680	periphery	Brevibacterium sandarakinum	Brevibacterium sandarakinum	Bacteria
629741	periphery	Kingella oralis	Kingella oralis ATCC 51147	Bacteria
629773	periphery	Sphingomonas sp. Mn802worker	Sphingomonas sp. Mn802worker	Bacteria
630390	periphery	Puccinia triticina	Puccinia triticina 1-1 BBBD Race 1	Eukaryotes
630515	core	Microlunatus soli	Microlunatus soli	Bacteria
630626	periphery	Shimwellia blattae	Shimwellia blattae DSM 4481 = NBRC 105725	Bacteria
630921	periphery	Bradyrhizobium embrapense	Bradyrhizobium embrapense	Bacteria
631362	core	Thiorhodovibrio sp. 970	Thiorhodovibrio sp. 970	Bacteria
